datadate,tic,prccd,ajexdi,prcod,prchd,prcld,cshtrd
20171127,SPY,260.23,1.0,260.41,260.75,260.0,52070370.0
20171128,SPY,262.87,1.0,260.76,262.9,260.655,98662580.0
20171129,SPY,262.71,1.0,263.02,263.63,262.2,77179920.0
20171130,SPY,265.01,1.0,263.76,266.05,263.67,126401000.0
20171201,SPY,264.46,1.0,264.76,265.31,260.76,163874800.0
20171204,SPY,264.14,1.0,266.31,266.8,264.08,93827280.0
20171205,SPY,263.19,1.0,264.43,265.15,263.04,77839930.0
20171206,SPY,263.24,1.0,262.87,263.73,262.71,75513050.0
20171207,SPY,264.07,1.0,263.09,264.43,262.94,76832360.0
20171208,SPY,265.51,1.0,264.99,265.52,264.0315,76301480.0
20171211,SPY,266.31,1.0,265.58,266.38,265.4793,82848590.0
20171212,SPY,266.78,1.0,266.57,267.32,266.345,84494560.0
20171213,SPY,266.75,1.0,267.06,267.56,266.65,102819600.0
20171214,SPY,265.66,1.0,267.09,267.22,265.6,99647210.0
20171215,SPY,266.51,1.0,265.45,267.04,265.39,142356000.0
20171218,SPY,268.2,1.0,268.1,268.6,267.98,83360810.0
20171219,SPY,267.17,1.0,268.48,268.53,267.09,78001550.0
20171220,SPY,267.03,1.0,268.27,268.33,266.69,76604710.0
20171221,SPY,267.58,1.0,267.74,268.385,267.3,65925710.0
20171222,SPY,267.51,1.0,267.6,267.635,266.9,78657310.0
20171226,SPY,267.19,1.0,267.05,267.4377,266.885,45106430.0
20171227,SPY,267.32,1.0,267.38,267.73,267.01,57677280.0
20171228,SPY,267.87,1.0,267.89,267.92,267.45,44797000.0
20171229,SPY,266.86,1.0,268.53,268.55,266.64,95651160.0
20180102,SPY,268.77,1.0,267.84,268.81,267.4,86408820.0
20180103,SPY,270.47,1.0,268.96,270.64,268.96,89133670.0
20180104,SPY,271.61,1.0,271.2,272.16,270.5447,80455860.0
20180105,SPY,273.42,1.0,272.51,273.56,271.95,82724160.0
20180108,SPY,273.92,1.0,273.31,274.1,272.98,57116850.0
20180109,SPY,274.54,1.0,274.4,275.25,274.081,57114650.0
20180110,SPY,274.12,1.0,273.68,274.42,272.92,69394220.0
20180111,SPY,276.12,1.0,274.75,276.12,274.56,62236650.0
20180112,SPY,277.92,1.0,276.42,278.11,276.0819,90463870.0
20180116,SPY,276.97,1.0,279.35,280.09,276.18,106269200.0
20180117,SPY,279.61,1.0,278.03,280.05,276.97,112844200.0
20180118,SPY,279.14,1.0,279.48,279.96,278.58,100397600.0
20180119,SPY,280.41,1.0,279.8,280.41,279.14,141303100.0
20180122,SPY,282.69,1.0,280.17,282.69,280.11,91146870.0
20180123,SPY,283.29,1.0,282.74,283.62,282.37,96892090.0
20180124,SPY,283.18,1.0,284.02,284.7,281.84,134617200.0
20180125,SPY,283.3,1.0,284.16,284.27,282.405,84342320.0
20180126,SPY,286.58,1.0,284.25,286.6285,283.96,107598800.0
20180129,SPY,284.68,1.0,285.93,286.43,284.5,89891820.0
20180130,SPY,281.76,1.0,282.6,284.736,281.22,131479000.0
20180131,SPY,281.9,1.0,282.73,283.3,280.68,118655600.0
20180201,SPY,281.58,1.0,281.07,283.06,280.68,89757330.0
20180202,SPY,275.45,1.0,280.08,280.23,275.41,172897100.0
20180205,SPY,263.93,1.0,273.45,275.85,263.31,292453400.0
20180206,SPY,269.13,1.0,259.94,269.7,258.7,353681700.0
20180207,SPY,267.67,1.0,268.5,272.36,267.58,166678000.0
20180208,SPY,257.63,1.0,268.01,268.17,257.59,244841900.0
20180209,SPY,261.5,1.0,260.8,263.61,252.92,283273100.0
20180212,SPY,265.34,1.0,263.83,267.01,261.6644,140752800.0
20180213,SPY,266.0,1.0,263.97,266.62,263.31,81055770.0
20180214,SPY,269.59,1.0,264.31,270.0,264.3,120406400.0
20180215,SPY,273.03,1.0,271.57,273.04,268.77,110226800.0
20180216,SPY,273.11,1.0,272.32,275.32,272.27,160341500.0
20180220,SPY,271.4,1.0,272.03,273.67,270.5,85431860.0
20180221,SPY,270.05,1.0,271.9,274.72,269.94,97671020.0
20180222,SPY,270.4,1.0,271.1,273.05,269.64,108484800.0
20180223,SPY,274.71,1.0,271.79,274.71,271.25,92045650.0
20180226,SPY,277.9,1.0,275.93,278.01,275.26,85166420.0
20180227,SPY,274.43,1.0,278.11,278.92,274.36,98302760.0
20180228,SPY,271.65,1.0,275.68,276.19,271.29,121488400.0
20180301,SPY,267.7,1.0,271.41,273.17,266.0,176457600.0
20180302,SPY,269.08,1.0,265.8,269.72,264.82,138968000.0
20180305,SPY,272.19,1.0,267.73,272.89,267.61,96744650.0
20180306,SPY,272.88,1.0,273.3,273.39,271.18,75247670.0
20180307,SPY,272.78,1.0,270.42,273.18,270.2,86910350.0
20180308,SPY,274.1,1.0,273.55,274.24,272.42,66585910.0
20180309,SPY,278.87,1.0,275.7,278.87,275.34,113447100.0
20180312,SPY,278.52,1.0,279.2,279.91,278.0801,71759540.0
20180313,SPY,276.72,1.0,279.84,280.41,276.03,89639370.0
20180314,SPY,275.3,1.0,277.81,278.02,274.67,105737200.0
20180315,SPY,275.0,1.0,275.88,276.61,274.43,80722410.0
20180316,SPY,274.2,1.0,274.5,275.39,274.14,99805450.0
20180319,SPY,270.49,1.0,273.35,274.3957,268.62,108516000.0
20180320,SPY,270.95,1.0,270.94,271.67,270.18,59438810.0
20180321,SPY,270.43,1.0,270.9,273.27,270.19,78515750.0
20180322,SPY,263.67,1.0,267.91,268.87,263.36,147715200.0
20180323,SPY,258.05,1.0,264.17,265.02,257.83,183290800.0
20180326,SPY,265.11,1.0,262.13,265.43,259.41,141055300.0
20180327,SPY,260.6,1.0,266.17,266.77,258.84,129121800.0
20180328,SPY,259.83,1.0,260.75,262.64,258.58,146259600.0
20180329,SPY,263.15,1.0,261.12,265.26,259.8389,123918900.0
20180402,SPY,257.47,1.0,262.55,263.13,254.67,185059000.0
20180403,SPY,260.77,1.0,258.87,261.31,256.84,119649600.0
20180404,SPY,263.56,1.0,256.75,264.355,256.6,123488600.0
20180405,SPY,265.64,1.0,265.55,266.64,264.32,80939550.0
20180406,SPY,259.72,1.0,263.42,265.11,258.0,179290700.0
20180409,SPY,261.0,1.0,261.37,264.84,259.9356,104953500.0
20180410,SPY,265.15,1.0,264.27,266.04,262.98,105267300.0
20180411,SPY,263.76,1.0,263.47,265.64,263.39,91002710.0
20180412,SPY,265.93,1.0,265.26,267.0,265.06,68430410.0
20180413,SPY,265.15,1.0,267.41,267.54,264.01,84883690.0
20180416,SPY,267.33,1.0,267.0,268.2,266.07,62762920.0
20180417,SPY,270.19,1.0,269.33,270.87,268.75,64011070.0
20180418,SPY,270.39,1.0,270.69,271.3,269.87,57073780.0
20180419,SPY,268.89,1.0,269.65,269.88,267.72,77570630.0
20180420,SPY,266.61,1.0,268.81,269.06,265.61,99469420.0
20180423,SPY,266.57,1.0,267.26,267.89,265.35,65463180.0
20180424,SPY,262.98,1.0,267.73,267.9762,261.28,112734000.0
20180425,SPY,263.63,1.0,262.91,264.13,260.85,103238300.0
20180426,SPY,266.31,1.0,264.79,267.2452,264.29,67441210.0
20180427,SPY,266.56,1.0,267.0,267.34,265.5,57021920.0
20180430,SPY,264.51,1.0,267.26,267.89,264.43,80475460.0
20180501,SPY,264.98,1.0,263.87,265.1,262.11,75986700.0
20180502,SPY,263.2,1.0,264.76,265.68,262.76,85501550.0
20180503,SPY,262.62,1.0,262.26,263.36,259.05,136144700.0
20180504,SPY,266.02,1.0,261.52,266.7892,261.15,91154240.0
20180507,SPY,266.92,1.0,266.89,268.02,266.11,55054350.0
20180508,SPY,266.92,1.0,266.5,267.325,265.15,67338050.0
20180509,SPY,269.5,1.0,267.68,269.865,267.09,59538590.0
20180510,SPY,272.02,1.0,270.34,272.39,270.22,70764000.0
20180511,SPY,272.85,1.0,272.16,273.15,271.58,59725680.0
20180514,SPY,272.98,1.0,273.34,274.08,272.36,54702570.0
20180515,SPY,271.1,1.0,271.59,271.61,270.03,86876380.0
20180516,SPY,272.24,1.0,271.14,272.76,271.11,53759700.0
20180517,SPY,272.01,1.0,271.94,273.23,271.13,56371150.0
20180518,SPY,271.33,1.0,271.62,272.03,270.93,64174990.0
20180521,SPY,273.37,1.0,273.01,273.98,271.3512,57738110.0
20180522,SPY,272.61,1.0,273.96,274.25,272.24,52880880.0
20180523,SPY,273.36,1.0,271.17,273.39,270.99,64605540.0
20180524,SPY,272.8,1.0,272.91,273.22,270.78,75966080.0
20180525,SPY,272.15,1.0,272.15,272.86,271.58,56329040.0
20180529,SPY,269.02,1.0,270.31,271.17,267.76,115692100.0
20180530,SPY,272.61,1.0,270.5,273.11,270.42,69396900.0
20180531,SPY,270.94,1.0,272.15,272.49,270.255,93426970.0
20180601,SPY,273.6,1.0,272.41,273.94,272.33,71088010.0
20180604,SPY,274.9,1.0,274.53,275.185,274.26,45188240.0
20180605,SPY,275.1,1.0,275.05,275.53,274.18,50988090.0
20180606,SPY,277.4,1.0,275.79,277.52,275.09,62498610.0
20180607,SPY,277.37,1.0,277.95,278.28,276.34,72882070.0
20180608,SPY,278.19,1.0,276.85,278.25,276.66,71981550.0
20180611,SPY,278.56,1.0,278.44,279.37,278.31,58757260.0
20180612,SPY,278.92,1.0,279.03,279.33,278.19,72240090.0
20180613,SPY,278.03,1.0,279.19,279.48,277.8,78889800.0
20180614,SPY,278.73,1.0,279.01,279.33,278.0599,76394330.0
20180615,SPY,277.13,1.0,276.6,277.51,275.35,119448800.0
20180618,SPY,276.56,1.0,275.49,276.7,274.95,52549580.0
20180619,SPY,275.5,1.0,274.0,275.75,273.53,97395160.0
20180620,SPY,275.97,1.0,276.27,276.72,275.59,53652060.0
20180621,SPY,274.24,1.0,275.96,275.98,273.68,70864990.0
20180622,SPY,274.74,1.0,275.66,275.785,274.49,56516380.0
20180625,SPY,271.0,1.0,273.44,273.6162,269.1,137668700.0
20180626,SPY,271.6,1.0,271.64,272.56,270.79,68525150.0
20180627,SPY,269.35,1.0,272.26,273.865,269.18,104838900.0
20180628,SPY,270.89,1.0,269.29,271.75,268.49,76511740.0
20180629,SPY,271.28,1.0,272.12,273.66,271.1495,97444490.0
20180702,SPY,271.86,1.0,269.51,272.04,269.24,63370550.0
20180703,SPY,270.9,1.0,272.87,272.98,270.42,42187070.0
20180705,SPY,273.11,1.0,272.17,273.18,270.96,56621680.0
20180706,SPY,275.42,1.0,273.14,275.84,272.715,66414600.0
20180709,SPY,277.9,1.0,276.55,277.96,276.5,49652160.0
20180710,SPY,278.9,1.0,278.41,279.01,278.08,51162450.0
20180711,SPY,276.86,1.0,277.15,278.04,276.52,76905490.0
20180712,SPY,279.37,1.0,278.28,279.43,277.6,59986150.0
20180713,SPY,279.59,1.0,279.17,279.93,278.66,48211510.0
20180716,SPY,279.34,1.0,279.64,279.803,278.84,48070320.0
20180717,SPY,280.47,1.0,278.47,280.91,278.41,52171530.0
20180718,SPY,281.06,1.0,280.56,281.18,280.06,44475860.0
20180719,SPY,280.0,1.0,280.31,280.74,279.46,61337540.0
20180720,SPY,279.68,1.0,279.77,280.48,279.5,83120620.0
20180723,SPY,280.2,1.0,279.45,280.43,279.06,46971110.0
20180724,SPY,281.61,1.0,281.79,282.56,280.63,67830670.0
20180725,SPY,284.01,1.0,281.33,284.37,281.28,78136310.0
20180726,SPY,283.34,1.0,283.2,284.11,283.09,57764990.0
20180727,SPY,281.42,1.0,283.71,283.82,280.38,76745550.0
20180730,SPY,279.95,1.0,281.51,281.69,279.36,63129490.0
20180731,SPY,281.33,1.0,280.81,282.02,280.38,68048690.0
20180801,SPY,280.86,1.0,281.56,282.13,280.1315,53750270.0
20180802,SPY,282.39,1.0,279.39,282.58,279.16,63362570.0
20180803,SPY,283.6,1.0,282.53,283.6577,282.33,53903840.0
20180806,SPY,284.64,1.0,283.64,284.99,283.2015,39089820.0
20180807,SPY,285.58,1.0,285.39,286.01,285.24,43055550.0
20180808,SPY,285.46,1.0,285.39,285.91,284.94,41980470.0
20180809,SPY,285.07,1.0,285.53,285.97,284.915,35577000.0
20180810,SPY,283.16,1.0,283.45,284.055,282.36,76861430.0
20180813,SPY,282.1,1.0,283.47,284.16,281.77,65603520.0
20180814,SPY,283.9,1.0,282.92,284.17,282.4833,43699800.0
20180815,SPY,281.78,1.0,282.38,282.54,280.16,102770900.0
20180816,SPY,284.06,1.0,283.4,285.04,283.36,69735140.0
20180817,SPY,285.06,1.0,283.83,285.5601,283.37,65486180.0
20180820,SPY,285.67,1.0,285.57,285.97,285.06,39617170.0
20180821,SPY,286.34,1.0,286.25,287.31,285.7135,66735600.0
20180822,SPY,286.17,1.0,285.88,286.76,285.575,44860080.0
20180823,SPY,285.79,1.0,285.97,286.94,285.43,49159070.0
20180824,SPY,287.51,1.0,286.44,287.67,286.38,57455140.0
20180827,SPY,289.78,1.0,288.86,289.9,288.68,56960210.0
20180828,SPY,289.92,1.0,290.3,290.4175,289.4,46825850.0
20180829,SPY,291.48,1.0,290.16,291.74,289.8854,61428440.0
20180830,SPY,290.3,1.0,290.94,291.36,289.63,61132280.0
20180831,SPY,290.31,1.0,289.84,290.81,289.29,65239910.0
20180904,SPY,289.81,1.0,289.84,290.21,288.68,57127320.0
20180905,SPY,289.03,1.0,289.41,289.64,287.89,71962480.0
20180906,SPY,288.16,1.0,289.15,289.49,287.0,65822170.0
20180907,SPY,287.6,1.0,286.98,288.7,286.71,72113310.0
20180910,SPY,288.1,1.0,288.74,289.04,287.88,49916740.0
20180911,SPY,289.05,1.0,287.37,289.55,286.975,50392160.0
20180912,SPY,289.12,1.0,289.06,289.8,288.23,59732730.0
20180913,SPY,290.83,1.0,290.32,291.0384,289.995,50918630.0
20180914,SPY,290.88,1.0,291.06,291.27,290.0,54931910.0
20180917,SPY,289.34,1.0,290.82,290.86,289.03,67988580.0
20180918,SPY,290.91,1.0,289.58,291.58,289.55,61839370.0
20180919,SPY,291.22,1.0,290.97,291.69,290.825,48973100.0
20180920,SPY,293.58,1.0,292.64,293.94,291.2363,100066700.0
20180921,SPY,291.99,1.0,293.09,293.22,291.81,105393700.0
20180924,SPY,291.02,1.0,291.34,291.5,290.37,53235550.0
20180925,SPY,290.75,1.0,291.53,291.65,290.4833,44311990.0
20180926,SPY,289.88,1.0,290.91,292.24,289.41,79534430.0
20180927,SPY,290.69,1.0,290.41,291.91,290.1,59169340.0
20180928,SPY,290.72,1.0,289.99,291.28,289.95,70041610.0
20181001,SPY,291.73,1.0,292.11,292.93,290.98,61989950.0
20181002,SPY,291.56,1.0,291.56,292.355,291.14,47142170.0
20181003,SPY,291.72,1.0,292.74,293.21,291.32,64562270.0
20181004,SPY,289.44,1.0,291.18,291.24,287.66,111364900.0
20181005,SPY,287.82,1.0,289.69,290.27,286.22,105802000.0
20181008,SPY,287.82,1.0,287.05,288.22,285.5,87632150.0
20181009,SPY,287.4,1.0,287.39,288.86,286.77,74119800.0
20181010,SPY,278.3,1.0,286.83,286.91,277.88,211986800.0
20181011,SPY,272.17,1.0,277.08,278.9,270.36,272817700.0
20181012,SPY,275.95,1.0,276.77,277.09,272.37,182875500.0
20181015,SPY,274.4,1.0,275.55,277.04,274.3,101950500.0
20181016,SPY,280.4,1.0,276.6,280.82,276.07,118066700.0
20181017,SPY,280.45,1.0,280.44,281.15,277.56,110264900.0
20181018,SPY,276.4,1.0,279.4,280.07,274.97,134193100.0
20181019,SPY,276.25,1.0,277.13,279.3,275.47,139420600.0
20181022,SPY,275.01,1.0,277.0,277.36,274.41,82135740.0
20181023,SPY,273.61,1.0,270.95,274.87,268.61,145303800.0
20181024,SPY,265.32,1.0,273.33,273.76,264.7,175529100.0
20181025,SPY,270.08,1.0,267.38,271.81,266.23,137407500.0
20181026,SPY,265.33,1.0,265.92,271.0,262.29,201334300.0
20181029,SPY,263.86,1.0,268.8,270.25,259.85,159000800.0
20181030,SPY,267.77,1.0,263.67,268.12,263.12,156591000.0
20181031,SPY,270.63,1.0,270.65,273.23,270.12,127608600.0
20181101,SPY,273.51,1.0,271.6,273.73,270.38,98741380.0
20181102,SPY,271.89,1.0,274.75,275.23,269.59,122439600.0
20181105,SPY,273.39,1.0,272.44,274.01,271.35,65439740.0
20181106,SPY,275.12,1.0,273.32,275.3,273.25,58983590.0
20181107,SPY,281.01,1.0,277.56,281.1,277.08,102473700.0
20181108,SPY,280.5,1.0,280.11,281.22,279.22,65315460.0
20181109,SPY,277.76,1.0,279.03,279.24,276.18,98751520.0
20181112,SPY,272.57,1.0,277.19,277.46,271.99,99129960.0
20181113,SPY,272.06,1.0,273.09,275.325,271.25,97769120.0
20181114,SPY,270.2,1.0,274.16,274.61,268.45,124389400.0
20181115,SPY,273.02,1.0,268.78,273.54,267.0102,134732600.0
20181116,SPY,273.73,1.0,271.79,274.75,271.21,126601900.0
20181119,SPY,269.1,1.0,273.05,273.38,268.07,102555300.0
20181120,SPY,264.12,1.0,265.36,267.0,263.15,135506200.0
20181121,SPY,265.02,1.0,265.86,267.15,265.01,73868530.0
20181123,SPY,263.25,1.0,263.18,264.8234,263.07,42807880.0
20181126,SPY,267.5,1.0,265.78,267.75,265.34,79705470.0
20181127,SPY,268.4,1.0,266.34,268.4,265.66,75273810.0
20181128,SPY,274.58,1.0,269.6,274.58,268.3272,127124600.0
20181129,SPY,273.98,1.0,273.71,275.55,272.43,81616860.0
20181130,SPY,275.65,1.0,273.81,276.28,273.45,95107720.0
20181203,SPY,279.3,1.0,280.28,280.4,277.505,102782300.0
20181204,SPY,270.25,1.0,278.37,278.85,269.9,176092500.0
20181206,SPY,269.84,1.0,265.92,269.97,262.44,203716500.0
20181207,SPY,263.57,1.0,269.46,271.22,262.63,160872400.0
20181210,SPY,264.07,1.0,263.37,265.1613,258.62,151022400.0
20181211,SPY,264.13,1.0,267.66,267.87,262.48,120632500.0
20181212,SPY,265.46,1.0,267.47,269.0,265.37,97670090.0
20181213,SPY,265.37,1.0,266.52,267.49,264.12,96168730.0
20181214,SPY,260.47,1.0,262.96,264.03,259.85,116727700.0
20181217,SPY,255.36,1.0,259.4,260.65,253.525,165088800.0
20181218,SPY,255.08,1.0,257.2,257.95,253.28,133073600.0
20181219,SPY,251.26,1.0,255.17,259.4,249.35,214312900.0
20181220,SPY,247.17,1.0,249.86,251.62,244.65,247438000.0
20181221,SPY,240.7,1.0,246.74,249.71,239.98,252779300.0
20181224,SPY,234.34,1.0,239.04,240.8355,234.27,147311600.0
20181226,SPY,246.18,1.0,235.97,246.18,233.76,217567600.0
20181227,SPY,248.07,1.0,242.57,248.29,238.96,184664900.0
20181228,SPY,247.75,1.0,249.58,251.4,246.45,152931300.0
20181231,SPY,249.92,1.0,249.56,250.19,247.47,143399900.0
20190102,SPY,250.18,1.0,245.98,251.21,245.95,126041700.0
20190103,SPY,244.21,1.0,248.23,248.57,243.67,142029300.0
20190104,SPY,252.39,1.0,247.59,253.11,247.17,142444500.0
20190107,SPY,254.38,1.0,252.69,255.95,251.69,102307400.0
20190108,SPY,256.77,1.0,256.82,257.31,254.0,101804900.0
20190109,SPY,257.97,1.0,257.56,258.91,256.19,94640560.0
20190110,SPY,258.88,1.0,256.26,259.16,255.5,96462500.0
20190111,SPY,258.98,1.0,257.68,259.0098,257.03,72812270.0
20190114,SPY,257.4,1.0,256.86,258.3,256.41,69913980.0
20190115,SPY,260.35,1.0,257.82,260.7,257.81,84892580.0
20190116,SPY,260.98,1.0,260.83,261.9666,260.6,77489420.0
20190117,SPY,262.96,1.0,260.01,263.92,259.96,94873800.0
20190118,SPY,266.46,1.0,264.98,266.98,262.998,124175900.0
20190122,SPY,262.86,1.0,264.82,265.06,261.06,115253300.0
20190123,SPY,263.41,1.0,264.01,264.79,260.66,84305190.0
20190124,SPY,263.55,1.0,263.21,264.2,262.08,58643080.0
20190125,SPY,265.78,1.0,265.61,266.7,263.6595,96838230.0
20190128,SPY,263.76,1.0,263.39,263.83,261.79,85027280.0
20190129,SPY,263.41,1.0,263.92,264.55,262.48,65024130.0
20190130,SPY,267.58,1.0,265.1,268.52,264.25,92069900.0
20190131,SPY,269.93,1.0,267.51,270.47,267.27,103347200.0
20190201,SPY,270.06,1.0,270.15,271.2,269.18,85738850.0
20190204,SPY,271.96,1.0,270.11,272.03,269.36,60610790.0
20190205,SPY,273.1,1.0,272.44,273.44,271.88,79447070.0
20190206,SPY,272.74,1.0,272.79,273.34,271.92,58009950.0
20190207,SPY,270.14,1.0,270.94,271.55,268.29,95030290.0
20190208,SPY,270.47,1.0,268.75,270.58,267.83,75742440.0
20190211,SPY,270.62,1.0,271.2,271.49,270.03,67807910.0
20190212,SPY,274.1,1.0,272.42,274.52,272.34,71990420.0
20190213,SPY,274.99,1.0,275.03,275.93,274.56,64930780.0
20190214,SPY,274.38,1.0,273.78,275.64,272.87,82409970.0
20190215,SPY,277.37,1.0,276.36,277.41,276.13,96744830.0
20190219,SPY,277.85,1.0,276.481,278.58,276.47,58802310.0
20190220,SPY,278.41,1.0,277.81,278.92,277.25,76479570.0
20190221,SPY,277.42,1.0,277.7,278.1,276.345,63984460.0
20190222,SPY,279.14,1.0,278.11,279.36,277.4029,77132070.0
20190225,SPY,279.52,1.0,280.73,281.31,279.43,68642630.0
20190226,SPY,279.32,1.0,279.13,280.3,278.9,56491990.0
20190227,SPY,279.2,1.0,278.52,279.59,277.48,56131350.0
20190228,SPY,278.68,1.0,278.96,279.45,278.32,69048080.0
20190301,SPY,280.42,1.0,280.44,280.88,278.82,77586110.0
20190304,SPY,279.4,1.0,281.6,281.87,276.84,106181700.0
20190305,SPY,279.02,1.0,279.54,279.76,278.41,58813100.0
20190306,SPY,277.33,1.0,279.15,279.16,276.97,74824560.0
20190307,SPY,275.01,1.0,276.83,276.99,274.07,94692650.0
20190308,SPY,274.46,1.0,272.94,274.65,272.42,85634780.0
20190311,SPY,278.44,1.0,275.26,278.62,275.23,64752480.0
20190312,SPY,279.49,1.0,279.06,280.07,278.85,79432230.0
20190313,SPY,281.34,1.0,280.48,282.38,280.3,80111580.0
20190314,SPY,281.16,1.0,281.37,281.84,280.6662,67354180.0
20190315,SPY,281.31,1.0,280.54,282.21,280.33,80558110.0
20190318,SPY,282.33,1.0,281.55,282.66,281.3,61813150.0
20190319,SPY,282.4,1.0,283.51,284.36,281.41,90060530.0
20190320,SPY,281.55,1.0,282.16,283.5,280.32,84349430.0
20190321,SPY,284.73,1.0,280.64,285.18,280.59,79394020.0
20190322,SPY,279.25,1.0,283.22,283.8034,279.18,122400900.0
20190325,SPY,279.04,1.0,278.87,280.1853,277.64,84898680.0
20190326,SPY,281.12,1.0,280.99,282.18,279.56,67884060.0
20190327,SPY,279.65,1.0,281.11,281.76,277.93,72092750.0
20190328,SPY,280.71,1.0,280.35,281.21,279.07,55987830.0
20190329,SPY,282.48,1.0,282.39,282.84,281.14,81882480.0
20190401,SPY,285.83,1.0,284.7,286.16,284.4,77289510.0
20190402,SPY,285.97,1.0,286.04,286.23,285.09,39939210.0
20190403,SPY,286.42,1.0,287.32,287.76,285.75,68027480.0
20190404,SPY,287.18,1.0,286.78,287.459,286.01,48868830.0
20190405,SPY,288.57,1.0,287.92,288.63,287.6,58454610.0
20190408,SPY,288.79,1.0,288.1,288.91,287.37,53462150.0
20190409,SPY,287.31,1.0,287.72,288.08,286.7,66072820.0
20190410,SPY,288.29,1.0,287.77,288.3899,287.31,52463390.0
20190411,SPY,288.21,1.0,288.83,288.84,287.578,54940520.0
20190412,SPY,290.16,1.0,290.0,290.47,288.261,69638530.0
20190415,SPY,289.97,1.0,290.24,290.35,289.075,49795630.0
20190416,SPY,290.16,1.0,290.95,291.01,289.5,52066270.0
20190417,SPY,289.45,1.0,291.4,291.425,288.99,58028490.0
20190418,SPY,290.02,1.0,290.1,290.32,288.66,68662280.0
20190422,SPY,290.27,1.0,289.17,290.435,289.07,39992680.0
20190423,SPY,292.88,1.0,290.68,293.14,290.42,52136160.0
20190424,SPY,292.23,1.0,292.79,293.16,292.07,49470960.0
20190425,SPY,292.05,1.0,292.12,292.78,290.73,57578550.0
20190426,SPY,293.41,1.0,292.1,293.49,291.2401,50868100.0
20190429,SPY,293.87,1.0,293.51,294.45,293.41,57043380.0
20190430,SPY,294.02,1.0,293.49,294.34,291.92,78594690.0
20190501,SPY,291.81,1.0,294.72,294.95,291.8,71340270.0
20190502,SPY,291.18,1.0,291.68,292.7,289.52,64948670.0
20190503,SPY,294.03,1.0,292.82,294.34,291.2998,56471940.0
20190506,SPY,292.82,1.0,289.25,293.31,288.9,106461800.0
20190507,SPY,287.93,1.0,290.15,290.81,285.81,144167600.0
20190508,SPY,287.53,1.0,287.53,289.43,286.87,91274470.0
20190509,SPY,286.66,1.0,285.23,287.33,283.3,103042200.0
20190510,SPY,288.1,1.0,285.62,288.94,282.3,112332100.0
20190513,SPY,280.86,1.0,282.42,283.49,279.93,127034000.0
20190514,SPY,283.4,1.0,281.99,285.1,281.85,76732240.0
20190515,SPY,285.06,1.0,281.59,285.77,281.36,73745570.0
20190516,SPY,287.7,1.0,285.84,289.21,285.76,76541960.0
20190517,SPY,285.84,1.0,285.14,288.6,285.1207,100100300.0
20190520,SPY,283.95,1.0,284.06,285.43,283.12,62623140.0
20190521,SPY,286.51,1.0,285.83,286.93,285.55,46638790.0
20190522,SPY,285.63,1.0,285.45,286.69,285.1,49373530.0
20190523,SPY,282.14,1.0,283.16,283.21,280.57,98494860.0
20190524,SPY,282.78,1.0,283.74,284.2,282.09,52843050.0
20190528,SPY,280.15,1.0,283.09,284.15,280.13,69825020.0
20190529,SPY,278.27,1.0,278.91,279.36,276.71,104640000.0
20190530,SPY,279.03,1.0,279.11,280.04,277.805,61193250.0
20190531,SPY,275.27,1.0,276.2,277.12,275.24,86515420.0
20190603,SPY,274.57,1.0,275.31,276.5521,273.09,96203730.0
20190604,SPY,280.53,1.0,277.12,280.68,276.62,76700960.0
20190605,SPY,282.96,1.0,282.33,282.99,280.32,70311930.0
20190606,SPY,284.8,1.0,283.29,285.55,282.57,69295430.0
20190607,SPY,287.65,1.0,285.93,288.85,285.74,74206130.0
20190610,SPY,288.97,1.0,289.37,290.82,288.8734,60608350.0
20190611,SPY,288.9,1.0,290.99,291.4,288.1805,58532020.0
20190612,SPY,288.39,1.0,288.64,289.26,287.815,46970380.0
20190613,SPY,289.58,1.0,289.4,289.98,288.62,48622670.0
20190614,SPY,289.26,1.0,289.26,289.93,288.41,52291280.0
20190617,SPY,289.37,1.0,289.52,290.22,289.18,39044530.0
20190618,SPY,292.4,1.0,291.39,293.57,290.99,85134440.0
20190619,SPY,293.06,1.0,292.55,293.65,291.47,78358940.0
20190620,SPY,295.86,1.0,296.04,296.3093,293.1255,116335800.0
20190621,SPY,294.0,1.0,294.13,295.52,293.76,82928140.0
20190624,SPY,293.64,1.0,294.23,294.58,293.47,47511490.0
20190625,SPY,290.76,1.0,293.7,293.73,290.64,81607430.0
20190626,SPY,290.47,1.0,291.75,292.31,290.345,51340200.0
20190627,SPY,291.5,1.0,291.31,292.06,290.89,40169350.0
20190628,SPY,293.0,1.0,292.58,293.55,292.01,57947980.0
20190701,SPY,295.66,1.0,296.68,296.92,294.33,78253180.0
20190702,SPY,296.43,1.0,295.61,296.49,294.68,61370450.0
20190703,SPY,298.8,1.0,297.18,298.82,297.02,40898900.0
20190705,SPY,298.46,1.0,297.44,298.64,296.01,51457260.0
20190708,SPY,296.82,1.0,297.01,298.2579,296.22,45681070.0
20190709,SPY,297.19,1.0,295.54,297.52,295.48,41036930.0
20190710,SPY,298.61,1.0,298.37,299.66,297.78,58284580.0
20190711,SPY,299.31,1.0,299.32,299.58,298.2,50753950.0
20190712,SPY,300.65,1.0,299.85,300.73,299.51,40295700.0
20190715,SPY,300.75,1.0,301.13,301.13,300.19,33785620.0
