,0
185,1210455.0
186,1206337.625
187,1205960.0
188,1179368.75
189,1180049.625
190,1197832.0
191,1211193.875
192,1219566.0
193,1223772.0
194,1236578.25
195,1242938.75
196,1234651.75
197,1253344.75
198,1254711.0
199,1233318.375
200,1244949.375
201,1239459.875
202,1223459.75
203,1240695.875
204,1224592.625
205,1214287.5
206,1216651.125
207,1198567.375
208,1222116.375
209,1189444.5
210,1195964.25
211,1196369.75
212,1199919.25
213,1223701.375
214,1223066.375
215,1247005.375
216,1250751.125
217,1256588.125
218,1246291.0
219,1250470.625
220,1261383.625
221,1264516.125
222,1264473.25
223,1252496.375
224,1247534.875
225,1261757.125
226,1260270.375
227,1259685.25
228,1239596.375
229,1250358.875
230,1260566.375
231,1256294.75
232,1244892.625
233,1251590.0
234,1246064.375
235,1235891.25
236,1251857.25
237,1260383.375
238,1261845.125
239,1269074.125
240,1260300.75
241,1262511.625
242,1243944.875
243,1252344.75
244,1262170.0
245,1266017.5
246,1263062.875
247,1267180.875
248,1272125.25
249,1272293.625
250,1276141.25
251,1268256.375
252,1285054.0
253,1283381.25
254,1281837.25
255,1286887.0
256,1286630.25
257,1280726.25
258,1274217.5
259,1282086.25
260,1289430.75
261,1276623.25
262,1294606.25
263,1283455.375
264,1253849.0
265,1222561.75
266,1224887.625
267,1219859.625
268,1227211.75
269,1218224.125
270,1206227.625
271,1222605.875
272,1239008.375
273,1236515.875
274,1201185.0
275,1206218.375
276,1191132.0
277,1204074.0
278,1203121.25
279,1213857.0
280,1210207.75
281,1231253.125
282,1232654.5
283,1238072.5
284,1237980.875
285,1234975.375
286,1225209.25
287,1235679.25
288,1227478.875
289,1230528.25
290,1238057.5
291,1241079.125
292,1238067.125
293,1247987.875
294,1263774.25
295,1266759.875
296,1265083.5
297,1267481.25
298,1273108.25
299,1276076.0
300,1275543.875
301,1282523.75
302,1286132.125
303,1294726.875
304,1290450.75
305,1290346.5
306,1296657.875
307,1287556.125
308,1287632.125
309,1285303.75
310,1290576.875
311,1294830.875
312,1289746.25
313,1294737.75
314,1300269.75
315,1300340.625
316,1298356.5
317,1301600.5
318,1308866.75
319,1307234.5
320,1311709.75
321,1324367.125
322,1326099.0
323,1291747.25
324,1302582.75
325,1303274.5
326,1298405.25
327,1298960.5
328,1307332.5
329,1301279.25
330,1288673.875
331,1297165.0
332,1312685.5
333,1286375.625
334,1304196.0
335,1286202.5
336,1278410.75
337,1241191.0
338,1227275.0
339,1263632.75
340,1256778.875
341,1275614.625
342,1261746.25
343,1248040.25
344,1247393.375
345,1231395.125
346,1225812.375
347,1184820.375
348,1202884.5
349,1187023.125
350,1193591.0
351,1184152.125
352,1214452.75
353,1200838.375
354,1189038.5
355,1211264.5
356,1209641.25
357,1177509.875
358,1165373.0
359,1171197.75
360,1165889.25
361,1187158.375
362,1192864.75
363,1188282.875
364,1210418.5
365,1212112.5
366,1214285.25
367,1215062.0
368,1212656.5
369,1197441.125
370,1197670.25
371,1185426.375
372,1190601.0
373,1188684.375
374,1169139.5
375,1160750.0
376,1156337.625
377,1151486.25
378,1157591.375
379,1187833.875
380,1196872.125
381,1207745.625
382,1206470.625
383,1223844.5
384,1219728.875
385,1229328.75
386,1209570.75
387,1211352.25
388,1221837.875
389,1207857.75
390,1220648.75
391,1231093.375
392,1241619.875
393,1239736.0
394,1235975.75
395,1244947.0
396,1239463.0
397,1260087.125
398,1259416.0
399,1272833.75
400,1270136.625
401,1266261.75
402,1272283.875
403,1262979.625
404,1230711.625
405,1228828.625
406,1225268.875
407,1223005.875
408,1233105.625
409,1233036.125
410,1213919.25
411,1212575.75
412,1210611.0
413,1195352.125
414,1199784.375
415,1186519.75
416,1194156.125
417,1176908.375
418,1176158.875
419,1203780.375
420,1209514.0
421,1234140.25
422,1220155.75
423,1229095.0
424,1237624.25
425,1246878.0
426,1260989.625
427,1259216.25
428,1262528.125
429,1263837.75
430,1262239.5
431,1277539.625
432,1272802.625
433,1264649.25
434,1251310.375
435,1269858.875
436,1261335.375
437,1265107.25
438,1261940.75
439,1257778.875
440,1268615.75
441,1261112.5
442,1286007.75
443,1293091.125
444,1288607.75
445,1295014.25
446,1291938.375
447,1298231.0
448,1302698.25
449,1295239.125
450,1290662.75
451,1304979.375
452,1297191.25
453,1313666.25
454,1317232.125
455,1314560.0
