account_value,datadate,daily_return,Date
1078130.6903531838,20191014,0.0008932400394701112,2019-07-15
1071113.5425821953,20191015,-0.006508624449499512,2019-07-16
1080664.587041645,20191016,0.008916929979640331,2019-07-17
1074105.1455200843,20191017,-0.006069821848717627,2019-07-18
1071506.7134067344,20191018,-0.0024191599157563637,2019-07-19
1085904.6825491905,20191021,0.01343712452970025,2019-07-22
1090189.0094315072,20191022,0.003945398662670074,2019-07-23
1089009.36466061,20191023,-0.0010820552772884406,2019-07-24
1095733.6616355323,20191024,0.006174691598743065,2019-07-25
1097382.372693035,20191025,0.0015046640577254244,2019-07-26
1098803.2850843773,20191028,0.001294819769936062,2019-07-29
1093962.9402114372,20191029,-0.004405105935379905,2019-07-30
1086964.0789026986,20191030,-0.006397713351592893,2019-07-31
1078739.1691753273,20191031,-0.0075668643398726365,2019-08-01
1044418.9856878165,20191101,-0.0318150897531122,2019-08-02
1058815.5445614029,20191104,0.013784275344348895,2019-08-05
1057892.7098239877,20191105,-0.0008715727136376916,2019-08-06
1000000.0,20191106,-0.05472455692942613,2019-08-07
1000826.823326075,20191107,0.0008268233260750879,2019-08-08
998912.0034511187,20191108,-0.0019132379651782827,2019-08-09
1003605.8269914708,20191111,0.004698935966467088,2019-08-12
982825.8071696764,20191112,-0.0207053598762843,2019-08-13
988757.7508178159,20191113,0.006035600209992609,2019-08-14
1000190.8921277924,20191114,0.011563136977201793,2019-08-15
1007735.451395961,20191115,0.00754311934606644,2019-08-16
999211.7535040504,20191118,-0.008458269360379411,2019-08-19
1010922.368136836,20191119,0.011719852765661232,2019-08-20
1015107.2158543364,20191120,0.0041396331206056125,2019-08-21
995997.2342583943,20191121,-0.018825579502810164,2019-08-22
1008820.342153062,20191122,0.012874642070884512,2019-08-23
1004963.4256757912,20191125,-0.0038231945928441924,2019-08-26
1013671.2983137516,20191126,0.008664865223433127,2019-08-27
1022407.8381929469,20191127,0.008618710911247662,2019-08-28
1022684.2806313672,20191129,0.00027038372368992647,2019-08-29
1010076.3386418155,20191202,-0.012328283741457446,2019-08-30
1017940.5119060978,20191203,0.007785721695903414,2019-09-03
1029693.0185392337,20191204,0.011545376665606177,2019-09-04
1033768.0713600287,20191205,0.003957541468598169,2019-09-05
1017158.2309835444,20191206,-0.016067279341131502,2019-09-06
1004578.4017435084,20191209,-0.01236762271281222,2019-09-09
1011263.8578459712,20191210,0.006654986898842141,2019-09-10
1012235.7047178887,20191211,0.0009610220560909433,2019-09-11
1014742.3500667657,20191212,0.002476345516359224,2019-09-12
1007535.50355877,20191213,-0.007102144211800554,2019-09-13
1015636.3475370415,20191216,0.00804025659607821,2019-09-16
1014659.6529635707,20191217,-0.000961657758546508,2019-09-17
1012546.3658764884,20191218,-0.00208275462704155,2019-09-18
1006534.9507422112,20191219,-0.005936928260143026,2019-09-19
1008454.7082410515,20191220,0.0019072934302228894,2019-09-20
1008142.7186813287,20191223,-0.0003093738937141044,2019-09-23
1015074.6631272516,20191224,0.006875955474826112,2019-09-24
1015829.5501554651,20191226,0.0007436763576462724,2019-09-25
1008733.7387461937,20191227,-0.006985238230356128,2019-09-26
1005421.6467793969,20191230,-0.003283415473852913,2019-09-27
1002015.7438953026,20191231,-0.003387536855809836,2019-09-30
981164.138174447,20200102,-0.02080965877821017,2019-10-01
992743.7664393851,20200103,0.011801927745222374,2019-10-02
1007777.4287582636,20200106,0.01514354743601043,2019-10-03
1007321.7657854394,20200107,-0.0004521464361288974,2019-10-04
997112.2087950069,20200108,-0.010135348343706108,2019-10-07
1005098.9841720359,20200109,0.008009906314035531,2019-10-08
1005747.0209571464,20200110,0.0006447492190475579,2019-10-09
1016202.350966532,20200113,0.010395586356731545,2019-10-10
1018045.3394777321,20200114,0.0018136038648672859,2019-10-11
1021927.9910339912,20200115,0.0038138297045307024,2019-10-14
1020165.6980110272,20200116,-0.0017244786701468007,2019-10-15
1020369.6384754208,20200117,0.0001999091567097544,2019-10-16
999561.9178847376,20200121,-0.020392336077122875,2019-10-17
994332.6901320865,20200122,-0.005231519587818201,2019-10-18
988954.2281982728,20200123,-0.005409117076397574,2019-10-21
987965.2762391899,20200124,-0.0009999977055404896,2019-10-22
988560.5705693031,20200127,0.0006025458023983798,2019-10-23
988610.7471208299,20200128,5.075718475988644e-05,2019-10-24
991226.6242603387,20200129,0.0026460132535754965,2019-10-25
993025.0634819516,20200130,0.0018143572595772373,2019-10-28
996143.7570576527,20200131,0.003140599054736626,2019-10-29
991032.1171269524,20200203,-0.005131427963569024,2019-10-30
1002197.3782962892,20200204,0.011266295992208075,2019-10-31
1005050.8469921922,20200205,0.0028472122934044553,2019-11-01
1007970.8231258816,20200206,0.002905301898334711,2019-11-04
1000000.0,20200207,-0.007907791518372287,2019-11-05
1000688.4215253232,20200210,0.000688421525323113,2019-11-06
1000725.545211028,20200211,3.7098146542069443e-05,2019-11-07
1000426.1674637451,20200212,-0.00029916069267499346,2019-11-08
1001306.6715481385,20200213,0.0008801290020488128,2019-11-11
1002765.7577871984,20200214,0.0014571821805642315,2019-11-12
1004117.7328257959,20200218,0.001348246116402052,2019-11-13
1016509.3211979959,20200219,0.012340772368721664,2019-11-14
1016913.75060552,20200220,0.0003978609926049703,2019-11-15
1010211.204796232,20200221,-0.006591066160032688,2019-11-18
1006537.6057989509,20200224,-0.0036364662952061977,2019-11-19
1004676.620507821,20200225,-0.0018488979253316051,2019-11-20
1003671.9926395906,20200226,-0.0009999514746571458,2019-11-21
1005071.264742248,20200227,0.0013941527838963186,2019-11-22
1006554.3509183336,20200228,0.0014756030026050748,2019-11-25
1008629.1303132218,20200302,0.0020612691137793515,2019-11-26
1004539.1324563016,20200303,-0.00405500667589298,2019-11-27
996137.2898141255,20200304,-0.008363877892573313,2019-11-29
988856.2297597072,20200305,-0.007309293737790767,2019-12-02
992605.179716166,20200306,0.003791198198114021,2019-12-03
995509.5024345468,20200309,0.002925959664255684,2019-12-04
1002180.0090110198,20200310,0.0067005955846328735,2019-12-05
1000130.051559623,20200311,-0.002045498246786792,2019-12-06
999621.6807709192,20200312,-0.0005083046828869842,2019-12-09
999864.7818938288,20200313,0.00024319312754617073,2019-12-10
1007622.5528060507,20200316,0.007758820045174586,2019-12-11
1009876.5253669,20200317,0.0022369215085276117,2019-12-12
1017087.429293868,20200318,0.00714038176533327,2019-12-13
1016070.34208094,20200319,-0.000999999787269168,2019-12-16
1015856.0810889206,20200320,-0.0002108722035726318,2019-12-17
1018143.8672594794,20200323,0.00225207705416941,2019-12-18
1018978.8442112466,20200324,0.0008200972167271559,2019-12-19
1022303.8060435895,20200325,0.003263033232958401,2019-12-20
1020025.6383033777,20200326,-0.002228464500223848,2019-12-23
1021453.9207656787,20200327,0.001400241727920415,2019-12-24
1022130.7815610869,20200330,0.0006626444733803805,2019-12-26
1014589.794464114,20200331,-0.007377712552062654,2019-12-27
1017106.0558334377,20200401,0.0024800775476485626,2019-12-30
1023870.4418944728,20200402,0.006650620180893796,2019-12-31
1016497.7941173273,20200403,-0.0072007623967578205,2020-01-02
1018401.6640779905,20200406,0.0018729700857997855,2020-01-03
1015260.7006289087,20200407,-0.0030842088734462925,2020-01-06
1022905.9320149714,20200408,0.00753031352570499,2020-01-07
1028031.8148333769,20200409,0.005011098927061974,2020-01-08
1023843.2911299036,20200413,-0.004074313307270705,2020-01-09
1022337.9805158871,20200414,-0.0014702548984378838,2020-01-10
1025107.8976039756,20200415,0.0027093946824616744,2020-01-13
1033804.6400227152,20200416,0.008483733701659002,2020-01-14
1043442.8202005066,20200417,0.009323018880607492,2020-01-15
1045472.6152677152,20200420,0.0019452863423972122,2020-01-16
1044427.1658482255,20200421,-0.0009999778131175585,2020-01-17
1044427.1658482255,20200422,0.0,2020-01-21
1044427.1658482255,20200423,0.0,2020-01-22
1044427.1658482255,20200424,0.0,2020-01-23
1044427.1658482255,20200427,0.0,2020-01-24
1044427.1658482255,20200428,0.0,2020-01-27
1044427.1658482255,20200429,0.0,2020-01-28
1044427.1658482255,20200430,0.0,2020-01-29
1044427.1658482255,20200501,0.0,2020-01-30
1045123.1626160779,20200504,0.0006663909084432262,2020-01-31
1044874.9582679257,20200505,-0.00023748813252877365,2020-02-03
1044874.9582679257,20200506,0.0,2020-02-04
1044874.9582679257,20200507,0.0,2020-02-05
1000000.0,20200508,-0.042947682794804654,2020-02-06
1001738.0738350572,20200511,0.0017380738350571967,2020-02-07
1001505.0331466512,20200512,-0.00023263634925430043,2020-02-10
1003669.3716400013,20200513,0.002161085987306466,2020-02-11
1000071.866455425,20200514,-0.0035843528618373366,2020-02-12
1000327.0216879693,20200515,0.0002551368967598222,2020-02-13
997489.8623982972,20200518,-0.0028362317803678483,2020-02-14
1002148.3196230916,20200519,0.004670180019267445,2020-02-18
999603.8314966764,20200520,-0.0025390334709857187,2020-02-19
992144.6601131684,20200521,-0.007462127643448113,2020-02-20
957023.0933675652,20200522,-0.03539964297302889,2020-02-21
926059.1676464031,20200526,-0.032354418546167496,2020-02-24
920960.6169398744,20200527,-0.005505642495270302,2020-02-25
883878.1411056456,20200528,-0.04026499630075908,2020-02-26
868322.7912185531,20200529,-0.017598975654759652,2020-02-27
909934.0160188365,20200601,0.04792137811088515,2020-02-28
883397.400510382,20200602,-0.029163230565396492,2020-03-02
925385.6367460996,20200603,0.047530405015295374,2020-03-03
896158.5908084684,20200604,-0.03158363905495787,2020-03-04
886516.2633063148,20200605,-0.010759621791333607,2020-03-05
830825.1126768478,20200608,-0.0628202244387075,2020-03-06
829994.3069957158,20200609,-0.0009999766117507747,2020-03-09
829994.3069957158,20200610,0.0,2020-03-10
829994.3069957158,20200611,0.0,2020-03-11
840717.1082388912,20200612,0.012919126255200641,2020-03-12
840562.6176617927,20200615,-0.00018376047731705203,2020-03-13
840562.6176617927,20200616,0.0,2020-03-16
840562.6176617927,20200617,0.0,2020-03-17
840562.6176617927,20200618,0.0,2020-03-18
840562.6176617927,20200619,0.0,2020-03-19
840562.6176617927,20200622,0.0,2020-03-20
840562.6176617927,20200623,0.0,2020-03-23
840562.6176617927,20200624,0.0,2020-03-24
847898.1041250449,20200625,0.008726876866898436,2020-03-25
837652.4759424996,20200626,-0.012083560669259752,2020-03-26
854075.4457545761,20200629,0.019605946718653122,2020-03-27
853615.6563441934,20200630,-0.000538347534363881,2020-03-30
845698.9193465534,20200701,-0.00927435777308172,2020-03-31
845528.4876637923,20200702,-0.00020152761090519444,2020-04-01
845528.4876637923,20200706,0.0,2020-04-02
845528.4876637923,20200707,0.0,2020-04-03
845528.4876637923,20200708,0.0,2020-04-06
851267.4103791253,20200709,0.006787379489944456,2020-04-07
854269.4625033627,20200710,0.0035265676656179856,2020-04-08
843951.4990611945,20200713,-0.012078113399877743,2020-04-09
862455.6587130073,20200714,0.02192561974520668,2020-04-13
861755.8146025782,20200715,-0.000811455178430287,2020-04-14
861755.8146025782,20200716,0.0,2020-04-15
861755.8146025782,20200717,0.0,2020-04-16
861755.8146025782,20200720,0.0,2020-04-17
861755.8146025782,20200721,0.0,2020-04-20
861755.8146025782,20200722,0.0,2020-04-21
861755.8146025782,20200723,0.0,2020-04-22
861755.8146025782,20200724,0.0,2020-04-23
861755.8146025782,20200727,0.0,2020-04-24
860393.0911161269,20200728,-0.0015813336717429571,2020-04-27
870519.4047221965,20200729,0.011769403672144296,2020-04-28
866929.1586339739,20200730,-0.004124257390182295,2020-04-29
842583.9060951992,20200731,-0.028082170609113777,2020-04-30
842809.6180016517,20200803,0.0002678806286469104,2020-05-01
847237.0846358284,20200804,0.005253222720303485,2020-05-04
839899.5863261245,20200805,-0.008660501815566546,2020-05-05
849783.1987221161,20200806,0.011767611934689004,2020-05-06
1000000.0,20200807,0.1767707357638706,2020-05-07
1000254.3660268296,20200810,0.00025436602682948894,2020-05-08
999994.4076962451,20200811,-0.00025989222283229196,2020-05-11
994016.9084081326,20200812,-0.005977532716291201,2020-05-12
998718.9707931104,20200813,0.004730364589580205,2020-05-13
1000966.8084647206,20200814,0.002250720910833559,2020-05-14
1000502.9644353164,20200817,-0.0004633960142151894,2020-05-15
1000502.9644353164,20200818,0.0,2020-05-18
1003324.0048692044,20200819,0.002819622264168098,2020-05-19
1002391.5754797236,20200820,-0.0009293402579382271,2020-05-20
1001516.3448321784,20200821,-0.0008731424614440986,2020-05-21
1017905.6146663156,20200824,0.016364455676340928,2020-05-22
1041722.8423196535,20200825,0.023398267295289044,2020-05-26
1035332.5824789488,20200826,-0.006134318631696001,2020-05-27
1029163.7352269762,20200827,-0.005958324268325543,2020-05-28
1034431.8337231677,20200828,0.005118814738482413,2020-05-29
1045194.7762431005,20200831,0.010404689965112901,2020-06-01
1065404.7571110015,20200901,0.0193360905806903,2020-06-02
1064453.061999511,20200902,-0.0008932709424643859,2020-06-03
1088785.5626988509,20200903,0.022859157973234456,2020-06-04
1104657.164011186,20200904,0.014577343653412456,2020-06-05
1092704.674005726,20200908,-0.010820090064920018,2020-06-08
1082441.7136362258,20200909,-0.009392254479773876,2020-06-09
1011557.6755655293,20200910,-0.06548531637105626,2020-06-10
1029510.1974039836,20200911,0.01774740311116485,2020-06-11
1036153.8473815905,20200914,0.006453214348298486,2020-06-12
1055957.835011173,20200915,0.019112979872272895,2020-06-15
1050115.1823959223,20200916,-0.005533035904969563,2020-06-16
1047148.1071102277,20200917,-0.0028254760386616784,2020-06-17
1039846.0318457852,20200918,-0.006973297487586239,2020-06-18
1044366.7405371822,20200921,0.004347478908365288,2020-06-19
1046611.1314872024,20200922,0.0021490448354049008,2020-06-22
1022327.118851455,20200923,-0.02320251706213028,2020-06-23
1036223.2933171324,20200924,0.013592688885421644,2020-06-24
998837.790312652,20200925,-0.03607861668965462,2020-06-25
1015008.2055769551,20200928,0.01618923054487298,2020-06-26
1029182.3823227305,20200929,0.01396459325934063,2020-06-29
1024220.1465002457,20200930,-0.004821532031364262,2020-06-30
1025585.4661662529,20201001,0.0013330334017276346,2020-07-01
1047418.4413513329,20201002,0.021288304003267644,2020-07-02
1046371.0288874824,20201005,-0.0009999942931110395,2020-07-06
1047271.1840612044,20201006,0.000860263853710741,2020-07-07
1042351.6982537969,20201007,-0.004697432606070806,2020-07-08
1042018.1003970004,20201008,-0.0003200434722323564,2020-07-09
1042018.1003970004,20201009,0.0,2020-07-10
1045888.8244676405,20201012,0.003714641875381286,2020-07-13
1049319.353122112,20201013,0.0032800127262262446,2020-07-14
1048656.8954071135,20201014,-0.0006313213541974116,2020-07-15
1046145.4707650064,20201015,-0.0023948964176048193,2020-07-16
1044468.1771023718,20201016,-0.0016033082487161288,2020-07-17
1053204.5755347926,20201019,0.00836444673370318,2020-07-20
1057463.5500929116,20201020,0.0040438245874088175,2020-07-21
1047222.882104118,20201021,-0.009684180592223535,2020-07-22
1043316.454313477,20201022,-0.003730273523809946,2020-07-23
1048748.5808861335,20201023,0.00520659532416845,2020-07-24
1036983.5307491955,20201026,-0.011218179791954719,2020-07-27
1042303.1057591444,20201027,0.005129854864817096,2020-07-28
1034838.0542565738,20201028,-0.0071620735478222786,2020-07-29
1036209.8212254632,20201029,0.001325586127459255,2020-07-30
1035173.6151803936,20201030,-0.000999996355799948,2020-07-31
1035625.4866535688,20201102,0.0004365175720755232,2020-08-03
1039428.2101495934,20201103,0.00367190991823918,2020-08-04
1042006.2174974736,20201104,0.0024802168372062283,2020-08-05
1000000.0,20201105,-0.04031282807348069,2020-08-06
1000698.5111147923,20201106,0.0006985111147923551,2020-08-07
999194.1062708056,20201109,-0.0015033547339955433,2020-08-10
1007891.7518229744,20201110,0.008704660583547907,2020-08-11
1001854.108229802,20201111,-0.005990369087009673,2020-08-12
1002414.46207832,20201112,0.0005593168146089678,2020-08-13
1001593.5808752332,20201113,-0.0008189039904560325,2020-08-14
1002085.7955162014,20201116,0.000491431505120099,2020-08-17
998545.2735883069,20201117,-0.0035331524942640025,2020-08-18
1002182.2512644696,20201118,0.0036422761915373414,2020-08-19
1004986.6792996331,20201119,0.0027983213947615493,2020-08-20
1003981.7007219299,20201120,-0.0009999919386032285,2020-08-21
1003981.7007219299,20201123,0.0,2020-08-24
1006122.9796208771,20201124,0.0021327867802845013,2020-08-25
1005833.2317342436,20201125,-0.000287984563023036,2020-08-26
1005833.2317342436,20201127,0.0,2020-08-27
1005833.2317342436,20201130,0.0,2020-08-28
1005833.2317342436,20201201,0.0,2020-08-31
1005833.2317342436,20201202,0.0,2020-09-01
1005833.2317342436,20201203,0.0,2020-09-02
1005833.2317342436,20201204,0.0,2020-09-03
998586.1679891277,20201207,-0.007205035105691038,2020-09-04
1006980.9163183159,20201208,0.008406633897295901,2020-09-08
997616.907850987,20201209,-0.009299092282269994,2020-09-09
1000250.402687146,20201210,0.002639785688708818,2020-09-10
1010912.199669835,20201211,0.010659127908418053,2020-09-11
1009901.3108027941,20201214,-0.0009999769192330366,2020-09-14
1009901.3108027941,20201215,0.0,2020-09-15
1007711.3237313569,20201216,-0.0021685159213193916,2020-09-16
1000067.4995682552,20201217,-0.007585331218466607,2020-09-17
987863.6487996172,20201218,-0.01220302706957932,2020-09-18
998474.40984462,20201221,0.01074111903793229,2020-09-21
973552.8466876604,20201222,-0.024959641340069783,2020-09-22
972579.3051537931,20201223,-0.0009999883798600395,2020-09-23
976541.2558019536,20201224,0.004073653045223002,2020-09-24
986247.5461381072,20201228,0.009939457527764706,2020-09-25
981205.1632997352,20201229,-0.005112694939639395,2020-09-28
989111.56324101,20201230,0.008057845837954991,2020-09-29
991681.2140014294,20201231,0.0025979382467227197,2020-09-30
984557.7793113672,20210104,-0.0071831901113859065,2020-10-01
999691.8352252238,20210105,0.015371424848668491,2020-10-02
982348.4815863305,20210106,-0.01734869989708976,2020-10-05
999784.3955946466,20210107,0.017749214596596063,2020-10-06
1002856.3213497049,20210108,0.003072588218614003,2020-10-07
1007728.0939058472,20210111,0.00485789684167881,2020-10-08
1020396.8928849413,20210112,0.012571644132685744,2020-10-09
1015200.8258479392,20210113,-0.005092201939493668,2020-10-12
1010274.586743981,20210114,-0.004852477439469816,2020-10-13
1006673.242178782,20210115,-0.0035647185551858085,2020-10-14
1007294.0114011272,20210119,0.0006166541399288406,2020-10-15
992165.5168546416,20210120,-0.015018946181802661,2020-10-16
992630.9804073302,20210121,0.0004691390143896079,2020-10-19
987276.7916332593,20210122,-0.005393936800031973,2020-10-20
992977.1451920441,20210125,0.005773815010231109,2020-10-21
994055.1486600385,20210126,0.0010856276735209391,2020-10-22
973346.1730962944,20210127,-0.02083282360305594,2020-10-23
966787.1014646285,20210128,-0.006738683330721917,2020-10-26
934072.6987394164,20210129,-0.033838269744860594,2020-10-27
944411.6478788856,20210201,0.011068677152669348,2020-10-28
933325.8501305386,20210202,-0.011738311120204181,2020-10-29
944262.6172973479,20210203,0.011718058773663609,2020-10-30
962719.8341237485,20210204,0.01954669864960712,2020-11-02
976580.3635919868,20210205,0.014397261775388692,2020-11-03
1000000.0,20210208,0.023981269008802153,2020-11-04
998852.2892051231,20210209,-0.001147710794876966,2020-11-05
1000685.8694917691,20210210,0.0018356871245748252,2020-11-06
1006649.782415282,20210211,0.005959825261189877,2020-11-09
1008843.8552753576,20210212,0.0021795791330836423,2020-11-10
1001216.3548190214,20210216,-0.007560635292023776,2020-11-11
1012740.0387817137,20210217,0.011509684102968265,2020-11-12
1021144.9241208859,20210218,0.008299153797931114,2020-11-13
1010250.7038307557,20210219,-0.010668632857876892,2020-11-16
996682.4035454923,20210222,-0.013430626906582588,2020-11-17
995969.3906302012,20210223,-0.0007153862782715015,2020-11-18
988957.8495292241,20210224,-0.007039916253390621,2020-11-19
1000183.7236154764,20210225,0.011351215920472502,2020-11-20
1012125.1484966258,20210226,0.011939231362397607,2020-11-23
1010571.2526270195,20210301,-0.001535280367170433,2020-11-24
1014701.6368254642,20210302,0.00408717761138333,2020-11-25
1011658.8592349115,20210303,-0.0029986919111238963,2020-11-27
1016175.0376599146,20210304,0.0044641317414237935,2020-11-30
1014749.4442154721,20210305,-0.0014029014604859391,2020-12-01
1013734.7074013078,20210308,-0.0009999875535273706,2020-12-02
1013734.7074013078,20210309,0.0,2020-12-03
1013734.7074013078,20210310,0.0,2020-12-04
1013734.7074013078,20210311,0.0,2020-12-07
1013734.7074013078,20210312,0.0,2020-12-08
1012289.0430016736,20210315,-0.0014260776405101705,2020-12-09
1011590.9820628908,20210316,-0.0006895865796521239,2020-12-10
1011116.5275229566,20210317,-0.0004690181588675735,2020-12-11
1012888.8349828565,20210318,0.0017528221640701336,2020-12-14
1014445.7216290941,20210319,0.0015370755333323771,2020-12-15
1019533.5765706509,20210322,0.005015403814199404,2020-12-16
1017016.531595692,20210323,-0.002468820088716739,2020-12-17
1013354.1788929307,20210324,-0.003601074897981338,2020-12-18
1010108.7179379909,20210325,-0.003202691637868793,2020-12-21
1008438.6630374101,20210326,-0.001653341735323277,2020-12-22
1014697.3659263005,20210329,0.0062063297633188075,2020-12-23
1021017.5853420644,20210330,0.00622867431019114,2020-12-24
1019102.949841637,20210331,-0.0018752228442626695,2020-12-28
1018745.4476297696,20210401,-0.000350800880247748,2020-12-29
1024787.0183600215,20210405,0.0059304026774384955,2020-12-30
1013677.704294133,20210406,-0.010840607723219264,2020-12-31
1014591.7917375305,20210407,0.0009017535253317277,2021-01-04
1023496.6823912868,20210408,0.008776821108030353,2021-01-05
1032414.3512607012,20210409,0.008712943600930112,2021-01-06
